title,price,rating,category,scraping_date
Pet Sematary,10.56,3,Horror,2026-03-31 14:30:24
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,3,Self Help,2026-03-31 14:30:24
Once Was a Time,18.28,2,Childrens,2026-03-31 14:30:24
Old School (Diary of a Wimpy Kid #10),11.83,5,Humor,2026-03-31 14:30:24
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,2,Nonfiction,2026-03-31 14:30:24
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,2,Sequential Art,2026-03-31 14:30:24
My Name Is Lucy Barton,41.56,1,Fiction,2026-03-31 14:30:24
My Mrs. Brown,24.48,3,Fiction,2026-03-31 14:30:24
My Kind of Crazy,40.36,1,Young Adult,2026-03-31 14:30:24
Mr. Mercedes (Bill Hodges Trilogy #1),28.9,1,Fiction,2026-03-31 14:30:24
More Than Music (Chasing the Dream #1),37.61,2,Add a comment,2026-03-31 14:30:24
Made to Stick: Why Some Ideas Survive and Others Die,38.85,5,Business,2026-03-31 14:30:24
Luis Paints the World,53.95,3,Childrens,2026-03-31 14:30:24
Luckiest Girl Alive,49.83,3,Default,2026-03-31 14:30:24
Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,2,Sequential Art,2026-03-31 14:30:24
Love Is a Mix Tape (Music #1),18.03,1,Music,2026-03-31 14:30:24
Looking for Lovely: Collecting the Moments that Matter,29.14,5,Nonfiction,2026-03-31 14:30:24
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,4,Default,2026-03-31 14:30:24
Let It Out: A Journey Through Journaling,26.79,5,Nonfiction,2026-03-31 14:30:24
Lady Midnight (The Dark Artifices #1),16.28,5,Default,2026-03-31 14:30:24
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,1,Food and Drink,2026-03-31 14:30:24
Island of Dragons (Unwanteds #7),29.65,1,Fantasy,2026-03-31 14:30:24
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,4,Humor,2026-03-31 14:30:24
I Am Pilgrim (Pilgrim #1),10.6,4,Fiction,2026-03-31 14:30:24
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,5,Humor,2026-03-31 14:30:24
"Hush, Hush (Hush, Hush #1)",47.02,3,Default,2026-03-31 14:30:24
Hold Your Breath (Search and Rescue #1),28.82,1,Romance,2026-03-31 14:30:24
Hamilton: The Revolution,58.79,3,Nonfiction,2026-03-31 14:30:24
Greek Mythic History,10.23,5,Default,2026-03-31 14:30:24
God: The Most Unpleasant Character in All Fiction,30.03,5,Religion,2026-03-31 14:30:24
Glory over Everything: Beyond The Kitchen House,45.84,3,Historical Fiction,2026-03-31 14:30:24
Feathers: Displays of Brilliant Plumage,49.05,3,Art,2026-03-31 14:30:24
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,4,Nonfiction,2026-03-31 14:30:24
Every Last Word,46.47,3,Default,2026-03-31 14:30:24
Eligible (The Austen Project #4),27.09,3,Fiction,2026-03-31 14:30:24
El Deafo,57.62,5,Sequential Art,2026-03-31 14:30:24
Eight Hundred Grapes,14.39,4,Fiction,2026-03-31 14:30:24
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,5,Nonfiction,2026-03-31 14:30:24
"Eat Fat, Get Thin",54.07,2,Health,2026-03-31 14:30:24
Don't Get Caught,55.35,1,Young Adult,2026-03-31 14:30:24
Doctor Sleep (The Shining #2),40.12,2,Horror,2026-03-31 14:30:24
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,5,Fantasy,2026-03-31 14:30:24
Dear Mr. Knightley,11.21,5,Fiction,2026-03-31 14:30:24
Daily Fantasy Sports,36.58,1,Default,2026-03-31 14:30:24
Crazy Love: Overwhelmed by a Relentless God,47.72,2,Christian,2026-03-31 14:30:24
Cometh the Hour (The Clifton Chronicles #6),25.01,3,Fiction,2026-03-31 14:30:24
Code Name Verity (Code Name Verity #1),22.13,4,Add a comment,2026-03-31 14:30:24
Clockwork Angel (The Infernal Devices #1),44.14,1,Default,2026-03-31 14:30:24
City of Glass (The Mortal Instruments #3),56.02,4,Fantasy,2026-03-31 14:30:24
City of Fallen Angels (The Mortal Instruments #4),11.23,4,Default,2026-03-31 14:30:24
City of Bones (The Mortal Instruments #1),43.28,1,Default,2026-03-31 14:30:24
City of Ashes (The Mortal Instruments #2),47.27,1,Default,2026-03-31 14:30:24
Cell,20.29,4,Add a comment,2026-03-31 14:30:24
Catching Jordan (Hundred Oaks),50.83,3,Young Adult,2026-03-31 14:30:24
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,3,Default,2026-03-31 14:30:24
Carrie,46.23,2,Default,2026-03-31 14:30:24
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,4,Nonfiction,2026-03-31 14:30:24
Brain on Fire: My Month of Madness,49.32,5,Nonfiction,2026-03-31 14:30:24
Batman: Europa,32.01,2,Sequential Art,2026-03-31 14:30:24
Barefoot Contessa Back to Basics,28.01,1,Food and Drink,2026-03-31 14:30:24
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5,Food and Drink,2026-03-31 14:30:24
Balloon Animals,17.03,3,Fiction,2026-03-31 14:30:24
Art Ops Vol. 1,48.8,3,Sequential Art,2026-03-31 14:30:24
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,4,Young Adult,2026-03-31 14:30:24
Angels Walking (Angels Walking #1),34.2,2,Add a comment,2026-03-31 14:30:24
Angels & Demons (Robert Langdon #1),51.48,3,Default,2026-03-31 14:30:24
All the Light We Cannot See,29.87,5,Historical,2026-03-31 14:30:24
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,2,Sequential Art,2026-03-31 14:30:24
Abstract City,56.37,5,Nonfiction,2026-03-31 14:30:24
A Time of Torment (Charlie Parker #14),48.35,5,Mystery,2026-03-31 14:30:24
A Study in Scarlet (Sherlock Holmes #1),16.73,2,Mystery,2026-03-31 14:30:24
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,2,Add a comment,2026-03-31 14:30:24
A People's History of the United States,40.79,2,Add a comment,2026-03-31 14:30:24
A Man Called Ove,39.72,1,Fiction,2026-03-31 14:30:24
A Distant Mirror: The Calamitous 14th Century,14.58,3,History,2026-03-31 14:30:24
A Brush of Wings (Angels Walking #3),55.51,1,Add a comment,2026-03-31 14:30:24
1491: New Revelations of the Americas Before Columbus,21.8,3,History,2026-03-31 14:30:24
"The Three Searches, Meaning, and the Story",13.33,3,Default,2026-03-31 14:30:24
Searching for Meaning in Gailana,38.73,1,Fantasy,2026-03-31 14:30:24
Rook,37.86,4,Add a comment,2026-03-31 14:30:24
My Kitchen Year: 136 Recipes That Saved My Life,11.53,2,Food and Drink,2026-03-31 14:30:24
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,1,Nonfiction,2026-03-31 14:30:24
Will You Won't You Want Me?,13.86,3,Womens Fiction,2026-03-31 14:30:24
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1,Science,2026-03-31 14:30:24
The Star-Touched Queen,32.3,5,Fantasy,2026-03-31 14:30:24
The Silent Sister (Riley MacPherson #1),46.29,5,Fiction,2026-03-31 14:30:24
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1,Add a comment,2026-03-31 14:30:24
The Lonely City: Adventures in the Art of Being Alone,33.26,2,Nonfiction,2026-03-31 14:30:24
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4,Add a comment,2026-03-31 14:30:24
The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,Psychology,2026-03-31 14:30:24
The Epidemic (The Program 0.6),14.44,5,Young Adult,2026-03-31 14:30:24
The Dinner Party,56.54,2,Fiction,2026-03-31 14:30:24
The Diary of a Young Girl,59.9,3,Nonfiction,2026-03-31 14:30:24
The Children,11.88,3,Add a comment,2026-03-31 14:30:24
Stars Above (The Lunar Chronicles #4.5),48.05,2,Young Adult,2026-03-31 14:30:24
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,3,Nonfiction,2026-03-31 14:30:24
Raspberry Pi Electronics Projects for the Evil Genius,49.67,4,Default,2026-03-31 14:30:24
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1,Business,2026-03-31 14:30:24
Psycho: Sanitarium (Psycho #1.5),36.97,5,Horror,2026-03-31 14:30:24
Poisonous (Max Revere Novels #3),26.8,3,Mystery,2026-03-31 14:30:24
One with You (Crossfire #5),15.71,4,Add a comment,2026-03-31 14:30:24
No Love Allowed (Dodge Cove #1),54.65,4,Young Adult,2026-03-31 14:30:24
Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,Mystery,2026-03-31 14:30:24
Most Wanted,35.28,3,Mystery,2026-03-31 14:30:24
"Love, Lies and Spies",20.55,2,Historical Fiction,2026-03-31 14:30:24
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5,Default,2026-03-31 14:30:24
Hide Away (Eve Duncan #20),11.84,1,Mystery,2026-03-31 14:30:24
Furiously Happy: A Funny Book About Horrible Things,41.46,4,Nonfiction,2026-03-31 14:30:24
Everyday Italian: 125 Simple and Delicious Recipes,20.1,5,Food and Drink,2026-03-31 14:30:24
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,1,Politics,2026-03-31 14:30:24
Eleanor & Park,56.51,5,Default,2026-03-31 14:30:24
Dirty (Dive Bar #1),40.83,4,Romance,2026-03-31 14:30:24
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1,Horror,2026-03-31 14:30:24
Boar Island (Anna Pigeon #19),59.48,3,Mystery,2026-03-31 14:30:24
A Paris Apartment,39.01,4,Historical Fiction,2026-03-31 14:30:24
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1,Food and Drink,2026-03-31 14:30:24
Troublemaker: Surviving Hollywood and Scientology,48.39,2,Default,2026-03-31 14:30:24
The Widow,27.26,2,Mystery,2026-03-31 14:30:24
"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,4,Nonfiction,2026-03-31 14:30:24
The Improbability of Love,59.45,1,Fiction,2026-03-31 14:30:24
The Art of Startup Fundraising,21.0,3,Business,2026-03-31 14:30:24
Take Me Home Tonight (Rock Star Romance #3),53.98,3,Romance,2026-03-31 14:30:24
Sleeping Giants (Themis Files #1),48.74,1,Science Fiction,2026-03-31 14:30:24
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2,Biography,2026-03-31 14:30:24
Playing with Fire,13.71,3,Mystery,2026-03-31 14:30:24
Off the Hook (Fishing for Trouble #1),47.67,3,Romance,2026-03-31 14:30:24
Mothering Sunday,13.34,2,Fiction,2026-03-31 14:30:24
"Mother, Can You Not?",16.89,5,Nonfiction,2026-03-31 14:30:24
M Train,27.18,1,Autobiography,2026-03-31 14:30:24
Lilac Girls,17.28,2,Historical Fiction,2026-03-31 14:30:24
Lies and Other Acts of Love,45.14,1,Fiction,2026-03-31 14:30:24
Lab Girl,40.85,1,Autobiography,2026-03-31 14:30:24
Keep Me Posted,20.46,4,Womens Fiction,2026-03-31 14:30:24
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3,Psychology,2026-03-31 14:30:24
Grey (Fifty Shades #4),48.49,4,Womens Fiction,2026-03-31 14:30:24
"Exit, Pursued by a Bear",51.34,4,Young Adult,2026-03-31 14:30:24
Daredevils,16.34,3,Fiction,2026-03-31 14:30:24
Cravings: Recipes for What You Want to Eat,20.5,3,Food and Drink,2026-03-31 14:30:24
Born for This: How to Find the Work You Were Meant to Do,21.59,5,Business,2026-03-31 14:30:24
Arena,21.36,4,Science Fiction,2026-03-31 14:30:24
Adultery,20.88,5,Default,2026-03-31 14:30:24
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,3,Nonfiction,2026-03-31 14:30:24
A Gentleman's Position (Society of Gentlemen #3),14.75,5,Romance,2026-03-31 14:30:24
11/22/63,48.48,3,Fiction,2026-03-31 14:30:24
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2,Nonfiction,2026-03-31 14:30:24
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5,Health,2026-03-31 14:30:24
Without Shame,48.27,5,Add a comment,2026-03-31 14:30:24
Watchmen,58.05,4,Add a comment,2026-03-31 14:30:24
Unlimited Intuition Now,58.87,4,Default,2026-03-31 14:30:24
Underlying Notes,11.82,2,Default,2026-03-31 14:30:24
The Shack,28.03,1,Fiction,2026-03-31 14:30:24
The New Brand You: Your New Image Makes the Sale for You,44.05,5,Default,2026-03-31 14:30:24
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4,Food and Drink,2026-03-31 14:30:24
The Flowers Lied,16.68,2,Default,2026-03-31 14:30:24
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1,Science,2026-03-31 14:30:24
The Book of Mormon,24.57,3,Religion,2026-03-31 14:30:24
The Art and Science of Low Carbohydrate Living,52.98,5,Health,2026-03-31 14:30:24
The Alien Club,54.4,1,Young Adult,2026-03-31 14:30:24
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5,Novels,2026-03-31 14:30:24
Nap-a-Roo,25.08,1,Childrens,2026-03-31 14:30:24
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4,Default,2026-03-31 14:30:24
Modern Day Fables,47.44,2,Default,2026-03-31 14:30:24
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,Spirituality,2026-03-31 14:30:24
"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,4,Sequential Art,2026-03-31 14:30:24
Dress Your Family in Corduroy and Denim,43.68,3,Humor,2026-03-31 14:30:24
Don't Forget Steven,33.23,1,Young Adult,2026-03-31 14:30:24
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,2,Nonfiction,2026-03-31 14:30:24
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,Art,2026-03-31 14:30:24
A Shard of Ice (The Black Symphony Saga #1),56.63,3,Fantasy,2026-03-31 14:30:24
A Hero's Curse (The Unseen Chronicles #1),50.49,3,Add a comment,2026-03-31 14:30:24
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,Add a comment,2026-03-31 14:30:24
"Zero to One: Notes on Startups, or How to Build the Future",34.06,3,Nonfiction,2026-03-31 14:30:24
Why Not Me?,17.76,1,Nonfiction,2026-03-31 14:30:24
When Breath Becomes Air,39.36,2,Nonfiction,2026-03-31 14:30:24
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,Travel,2026-03-31 14:30:24
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5,Default,2026-03-31 14:30:24
The New Drawing on the Right Side of the Brain,43.02,3,Art,2026-03-31 14:30:24
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,4,Nonfiction,2026-03-31 14:30:24
The Martian (The Martian #1),41.39,2,Default,2026-03-31 14:30:24
The High Mountains of Portugal,51.15,1,Fiction,2026-03-31 14:30:24
The Grownup,35.88,1,Short Stories,2026-03-31 14:30:24
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,Business,2026-03-31 14:30:24
South of Sunshine,28.93,1,Young Adult,2026-03-31 14:30:24
Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,5,Nonfiction,2026-03-31 14:30:24
Silence in the Dark (Logan Point #4),58.33,3,Suspense,2026-03-31 14:30:24
Shadows of the Past (Logan Point #1),39.67,5,Christian Fiction,2026-03-31 14:30:24
Roller Girl,14.1,5,Sequential Art,2026-03-31 14:30:24
Rising Strong,21.82,3,Nonfiction,2026-03-31 14:30:24
Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,Philosophy,2026-03-31 14:30:24
Please Kill Me: The Uncensored Oral History of Punk,31.19,4,Music,2026-03-31 14:30:24
Out of Print: City Lights Spotlight No. 14,53.64,5,Poetry,2026-03-31 14:30:24
My Life Next Door (My Life Next Door ),36.39,5,Young Adult,2026-03-31 14:30:24
Miller's Valley,58.54,2,Fiction,2026-03-31 14:30:24
Man's Search for Meaning,29.48,3,Nonfiction,2026-03-31 14:30:24
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,Nonfiction,2026-03-31 14:30:24
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,3,Nonfiction,2026-03-31 14:30:24
Les Fleurs du Mal,29.04,5,Poetry,2026-03-31 14:30:24
Left Behind (Left Behind #1),40.72,2,Default,2026-03-31 14:30:24
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,Music,2026-03-31 14:30:24
Kierkegaard: A Christian Missionary to Christians,47.13,1,Philosophy,2026-03-31 14:30:24
John Vassos: Industrial Design for Modern Life,20.22,4,Default,2026-03-31 14:30:24
I'll Give You the Sun,56.48,1,Default,2026-03-31 14:30:24
I Will Find You,44.21,1,Nonfiction,2026-03-31 14:30:24
Hystopia: A Novel,21.96,4,Fiction,2026-03-31 14:30:24
Howl and Other Poems,40.45,2,Poetry,2026-03-31 14:30:24
History of Beauty,10.29,4,Art,2026-03-31 14:30:24
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2,Default,2026-03-31 14:30:24
Future Shock (Future Shock #1),55.65,5,Young Adult,2026-03-31 14:30:24
Ender's Game (The Ender Quintet #1),43.64,1,Default,2026-03-31 14:30:24
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,Science,2026-03-31 14:30:24
Death by Leisure: A Cautionary Tale,37.51,4,Default,2026-03-31 14:30:24
Brilliant Beacons: A History of the American Lighthouse,11.45,3,History,2026-03-31 14:30:24
Brazen: The Courage to Find the You That's Been Hiding,19.22,2,Nonfiction,2026-03-31 14:30:24
Between the World and Me,56.91,4,Nonfiction,2026-03-31 14:30:24
Being Mortal: Medicine and What Matters in the End,55.06,4,Nonfiction,2026-03-31 14:30:24
"A Murder Over a Girl: Justice, Gender, Junior High",13.2,3,Nonfiction,2026-03-31 14:30:24
32 Yolks,53.63,2,Food and Drink,2026-03-31 14:30:24
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,History,2026-03-31 14:30:24
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,Self Help,2026-03-31 14:30:24
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,Default,2026-03-31 14:30:24
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,Mystery,2026-03-31 14:30:24
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,Spirituality,2026-03-31 14:30:24
Under the Tuscan Sun,37.33,3,Travel,2026-03-31 14:30:24
Toddlers Are A**holes: It's Not Your Fault,25.55,1,Humor,2026-03-31 14:30:24
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,Default,2026-03-31 14:30:24
The Whale,35.96,4,Childrens,2026-03-31 14:30:24
The Story of Art,41.14,4,Art,2026-03-31 14:30:24
The Origin of Species,10.01,4,Science,2026-03-31 14:30:24
The Great Gatsby,36.05,4,Default,2026-03-31 14:30:24
The Good Girl,49.03,3,Default,2026-03-31 14:30:24
The Glass Castle,16.24,1,Add a comment,2026-03-31 14:30:24
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,Biography,2026-03-31 14:30:24
The Drowning Girls,35.67,3,Add a comment,2026-03-31 14:30:24
The Constant Princess (The Tudor Court #1),16.62,3,Historical Fiction,2026-03-31 14:30:24
The Bourne Identity (Jason Bourne #1),42.78,4,Fiction,2026-03-31 14:30:24
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,Mystery,2026-03-31 14:30:24
The Art Book,32.34,2,Art,2026-03-31 14:30:24
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,Default,2026-03-31 14:30:24
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,Add a comment,2026-03-31 14:30:24
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,Default,2026-03-31 14:30:24
"Sit, Stay, Love",20.9,3,Romance,2026-03-31 14:30:24
Sister Dear,40.2,4,Fiction,2026-03-31 14:30:24
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,Childrens,2026-03-31 14:30:24
"Rich Dad, Poor Dad",51.74,1,Business,2026-03-31 14:30:24
Raymie Nightingale,34.41,2,Childrens,2026-03-31 14:30:24
Playing from the Heart,32.38,1,Childrens,2026-03-31 14:30:24
Nightstruck: A Novel,50.35,4,Young Adult,2026-03-31 14:30:24
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,Food and Drink,2026-03-31 14:30:24
Meternity,43.58,3,Womens Fiction,2026-03-31 14:30:24
Memoirs of a Geisha,49.67,3,Fiction,2026-03-31 14:30:24
Like Never Before (Walker Family #2),28.77,2,Christian Fiction,2026-03-31 14:30:24
Life of Pi,13.22,4,Default,2026-03-31 14:30:24
Leave This Song Behind: Teen Poetry at Its Best,51.17,5,Poetry,2026-03-31 14:30:24
King's Folly (The Kinsman Chronicles #1),39.61,5,Fantasy,2026-03-31 14:30:24
John Adams,57.43,4,Add a comment,2026-03-31 14:30:24
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,Food and Drink,2026-03-31 14:30:24
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,Food and Drink,2026-03-31 14:30:24
Good in Bed (Cannie Shapiro #1),37.05,5,Add a comment,2026-03-31 14:30:24
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,Sequential Art,2026-03-31 14:30:24
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,Nonfiction,2026-03-31 14:30:24
Finding God in the Ruins: How God Redeems Pain,46.64,2,Nonfiction,2026-03-31 14:30:24
Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,Fantasy,2026-03-31 14:30:24
Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,Mystery,2026-03-31 14:30:24
Counted With the Stars (Out from Egypt #1),17.97,5,Christian Fiction,2026-03-31 14:30:24
"Chronicles, Vol. 1",52.6,2,Music,2026-03-31 14:30:24
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,Christian,2026-03-31 14:30:24
Benjamin Franklin: An American Life,48.19,3,Biography,2026-03-31 14:30:24
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,Philosophy,2026-03-31 14:30:24
A Summer In Europe,44.34,2,Travel,2026-03-31 14:30:24
A Short History of Nearly Everything,52.4,5,History,2026-03-31 14:30:24
A Gathering of Shadows (Shades of Magic #2),44.81,4,Fantasy,2026-03-31 14:30:24
The Sound Of Love,57.84,5,Default,2026-03-31 14:30:24
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,History,2026-03-31 14:30:24
The Perks of Being a Wallflower,55.02,3,Default,2026-03-31 14:30:24
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,Mystery,2026-03-31 14:30:24
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,Nonfiction,2026-03-31 14:30:24
The Makings of a Fatherless Child,31.58,2,Default,2026-03-31 14:30:24
The Joy of Cooking,43.27,4,Add a comment,2026-03-31 14:30:24
The Invention of Wings,37.34,1,Historical Fiction,2026-03-31 14:30:24
The Hobbit (Middle-Earth Universe),17.8,5,Default,2026-03-31 14:30:24
The Great Railway Bazaar,30.54,1,Travel,2026-03-31 14:30:24
The Golden Compass (His Dark Materials #1),18.77,1,Add a comment,2026-03-31 14:30:24
The God Delusion,46.85,3,Add a comment,2026-03-31 14:30:24
The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,Historical,2026-03-31 14:30:24
The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,Default,2026-03-31 14:30:24
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,Poetry,2026-03-31 14:30:24
The Barefoot Contessa Cookbook,59.92,5,Food and Drink,2026-03-31 14:30:24
Tell the Wolves I'm Home,50.96,2,Young Adult,2026-03-31 14:30:24
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,Default,2026-03-31 14:30:24
Pride and Prejudice,19.27,4,Add a comment,2026-03-31 14:30:24
Musicophilia: Tales of Music and the Brain,46.58,1,Default,2026-03-31 14:30:24
Mere Christianity,48.51,3,Add a comment,2026-03-31 14:30:24
Me Before You (Me Before You #1),19.02,1,Fiction,2026-03-31 14:30:24
In the Woods (Dublin Murder Squad #1),38.38,2,Mystery,2026-03-31 14:30:24
In Cold Blood,49.98,4,Nonfiction,2026-03-31 14:30:24
How to Stop Worrying and Start Living,46.49,5,Self Help,2026-03-31 14:30:24
Give It Back,18.32,2,Thriller,2026-03-31 14:30:24
"Girl, Interrupted",42.14,3,Nonfiction,2026-03-31 14:30:24
Fun Home: A Family Tragicomic,56.59,4,Add a comment,2026-03-31 14:30:24
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,Sequential Art,2026-03-31 14:30:24
Deception Point,40.32,4,Fiction,2026-03-31 14:30:24
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,Sequential Art,2026-03-31 14:30:24
Catherine the Great: Portrait of a Woman,58.55,4,History,2026-03-31 14:30:24
Better Homes and Gardens New Cook Book,39.61,3,Food and Drink,2026-03-31 14:30:24
An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,Psychology,2026-03-31 14:30:24
A Year in Provence (Provence #1),56.88,4,Travel,2026-03-31 14:30:24
World Without End (The Pillars of the Earth #2),32.97,4,Historical Fiction,2026-03-31 14:30:24
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,Young Adult,2026-03-31 14:30:24
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,Nonfiction,2026-03-31 14:30:24
Where She Went (If I Stay #2),41.73,4,Young Adult,2026-03-31 14:30:24
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,Default,2026-03-31 14:30:24
Two Summers,14.64,1,Young Adult,2026-03-31 14:30:24
This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,Music,2026-03-31 14:30:24
The Secret Garden,15.08,4,Classics,2026-03-31 14:30:24
The Raven King (The Raven Cycle #4),30.57,2,Add a comment,2026-03-31 14:30:24
The Raven Boys (The Raven Cycle #1),57.74,4,Fantasy,2026-03-31 14:30:24
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,Food and Drink,2026-03-31 14:30:24
The Metamorphosis,28.58,1,Classics,2026-03-31 14:30:24
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,History,2026-03-31 14:30:24
The Little Paris Bookshop,24.73,3,Fiction,2026-03-31 14:30:24
The Hiding Place,55.91,4,History,2026-03-31 14:30:24
